geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
96348,54949,SDHAF2,66072.0,succinate dehydrogenase complex assembly factor 2,Q9NX18,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,28.7556,3.0,chr11,True,Mitochondrion matrix,NUC
96349,93058,COQ10A,210582.0,coenzyme Q10A,Q96MF6,Metabolism > Metals and cofactors > Coenzyme Q metabolism,28.7285,2.0,chr12,True,Mitochondrion inner membrane,MIM
96350,8209,GATD3A,28295.0,glutamine amidotransferase like class 1 domain containing 3A,P30042,0,28.6694,1.0,chr21,True,,NUC
96351,25828,TXN2,56551.0,thioredoxin 2,Q99757,Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,28.4589,1.0,chr22,True,Mitochondrion,NUC
96352,55168,MRPS18A,68565.0,mitochondrial ribosomal protein S18A,Q9NVS2,Mitochondrial central dogma > Translation > Mitochondrial ribosome,28.4066,2.0,chr6,True,Mitochondrion,NUC
96353,1345,COX6C,12864.0,cytochrome c oxidase subunit 6C,P09669,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,28.397,3.0,chr8,True,Mitochondrion inner membrane,MIM
96354,4715,NDUFB9,66218.0,NADH:ubiquinone oxidoreductase subunit B9,Q9Y6M9,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,28.397,3.0,chr8,True,Mitochondrion inner membrane,MIM
96355,23788,MTCH2,56428.0,mitochondrial carrier 2,Q9Y6C9,Small molecule transport > SLC25A family | Mitochondrial dynamics and surveillance > Fusion,28.3243,,chr11,True,Mitochondrion outer membrane,NUC
96356,4700,NDUFA6,67130.0,NADH:ubiquinone oxidoreductase subunit A6,P56556,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,28.3203,5.0,chr22,True,Mitochondrion inner membrane,MIM
96357,788,SLC25A20,57279.0,solute carrier family 25 member 20,O43772,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle | Small molecule transport > SLC25A family,28.3039,,chr3,True,Mitochondrion inner membrane,MIM
96358,65008,MRPL1,94061.0,mitochondrial ribosomal protein L1,Q9BYD6,Mitochondrial central dogma > Translation > Mitochondrial ribosome,28.231,2.0,chr4,True,Mitochondrion,NUC
96359,10469,TIMM44,21856.0,translocase of inner mitochondrial membrane 44,O43615,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",28.2265,2.0,chr19,True,Mitochondrion inner membrane,MIM
96360,10063,COX17,12856.0,cytochrome c oxidase copper chaperone COX17,Q14061,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,28.1846,,chr3,True,Mitochondrion intermembrane space,NUC
96361,440574,MICOS10,433771.0,mitochondrial contact site and cristae organizing system subunit 10,Q5TGZ0,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,28.1846,,chr1,True,Mitochondrion inner membrane,MIM
96362,6648,SOD2,20656.0,superoxide dismutase 2,P04179,Metabolism > Detoxification > ROS and glutathione metabolism,28.1817,3.0,chr6,True,Mitochondrion matrix,NUC
96363,1340,COX6B1,110323.0,cytochrome c oxidase subunit 6B1,P14854,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,28.175,,chr19,True,Mitochondrion inner membrane,MIM
96364,7416,VDAC1,22333.0,voltage dependent anion channel 1,P21796,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Mitochondrial dynamics and surveillance > Organelle contact sites | Small molecule transport,28.175,,chr5,True,Mitochondrion outer membrane,NUC
96365,8192,CLPP,53895.0,caseinolytic mitochondrial matrix peptidase proteolytic subunit,Q16740,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",28.0803,1.0,chr19,True,Mitochondrion matrix,NUC
96366,3033,HADH,15107.0,hydroxyacyl-CoA dehydrogenase,Q16836,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism,28.0734,2.0,chr4,True,Mitochondrion matrix,NUC
96367,33,ACADL,11363.0,acyl-CoA dehydrogenase long chain,P28330,Metabolism > Lipid metabolism > Fatty acid oxidation,28.0206,1.0,chr2,True,Mitochondrion matrix,NUC
96368,38,ACAT1,110446.0,acetyl-CoA acetyltransferase 1,P24752,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism,28.0146,1.0,chr11,True,Mitochondrion,NUC
96369,115416,MALSU1,75593.0,mitochondrial assembly of ribosomal large subunit 1,Q96EH3,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,27.9861,1.0,chr7,True,Mitochondrion matrix,NUC
96370,10845,CLPX,270166.0,caseinolytic mitochondrial matrix peptidase chaperone subunit X,O76031,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",27.9372,4.0,chr15,True,Mitochondrion,NUC
96371,4724,NDUFS4,17993.0,NADH:ubiquinone oxidoreductase subunit S4,O43181,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,27.8713,1.0,chr5,True,Mitochondrion inner membrane,MIM
96372,51073,MRPL4,66163.0,mitochondrial ribosomal protein L4,Q9BYD3,Mitochondrial central dogma > Translation > Mitochondrial ribosome,27.8641,2.0,chr19,True,Mitochondrion,NUC
96373,708,C1QBP,12261.0,complement C1q binding protein,Q07021,Signaling > Immune response,27.8211,1.0,chr17,True,Mitochondrion matrix,NUC
96374,10531,PITRM1,69617.0,pitrilysin metallopeptidase 1,Q5JRX3,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",27.8125,2.0,chr10,True,Mitochondrion,NUC
96375,55245,UQCC1,56046.0,ubiquinol-cytochrome c reductase complex assembly factor 1,Q9NVA1,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,27.746,3.0,chr20,True,Mitochondrion inner membrane,MIM
96376,128308,MRPL55,67212.0,mitochondrial ribosomal protein L55,Q7Z7F7,Mitochondrial central dogma > Translation > Mitochondrial ribosome,27.7157,2.0,chr1,True,Mitochondrion,NUC
96377,79922,MRM1,217038.0,mitochondrial rRNA methyltransferase 1,Q6IN84,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,27.7075,1.0,chr17,True,Mitochondrion matrix,NUC
96378,51102,MECR,26922.0,mitochondrial trans-2-enoyl-CoA reductase,Q9BV79,Metabolism > Lipid metabolism > Type II fatty acid synthesis,27.6896,1.0,chr1,True,Mitochondrion,NUC
96379,65080,MRPL44,69163.0,mitochondrial ribosomal protein L44,Q9H9J2,Mitochondrial central dogma > Translation > Mitochondrial ribosome,27.6748,2.0,chr2,True,Mitochondrion,NUC
96380,84263,HSDL2,72479.0,hydroxysteroid dehydrogenase like 2,Q6YN16,0,27.6655,5.0,chr9,True,Peroxisome,NUC
96381,63931,MRPS14,64659.0,mitochondrial ribosomal protein S14,O60783,Mitochondrial central dogma > Translation > Mitochondrial ribosome,27.6264,2.0,chr1,True,Mitochondrion,NUC
96382,11194,ABCB8,74610.0,ATP binding cassette subfamily B member 8,Q9NUT2,Small molecule transport > ABC transporters,27.5425,1.0,chr7,True,Mitochondrion inner membrane,MIM
96383,91647,ATPAF2,246782.0,ATP synthase mitochondrial F1 complex assembly factor 2,Q8N5M1,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,27.4512,3.0,chr17,True,Mitochondrion inner membrane,MIM
96384,4704,NDUFA9,66108.0,NADH:ubiquinone oxidoreductase subunit A9,Q16795,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,27.4053,1.0,chr12,True,Mitochondrion matrix,NUC
96385,388753,COA6,67892.0,cytochrome c oxidase assembly factor 6,Q5JTJ3,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,27.3818,5.0,chr1,True,Mitochondrion intermembrane space,NUC
96386,5442,POLRMT,216151.0,RNA polymerase mitochondrial,O00411,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription,27.372,3.0,chr19,True,Mitochondrion,NUC
96387,23479,ISCU,66383.0,iron-sulfur cluster assembly enzyme,Q9H1K1,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,27.3227,1.0,chr12,True,Mitochondrion,NUC
96388,84816,RTN4IP1,170728.0,reticulon 4 interacting protein 1,Q8WWV3,0,27.2801,3.0,chr6,True,Mitochondrion matrix,NUC
96389,55753,OGDHL,239017.0,oxoglutarate dehydrogenase L,Q9ULD0,Metabolism > Carbohydrate metabolism > TCA cycle,27.2563,1.0,chr10,True,Mitochondrion matrix,NUC
96390,509,ATP5F1C,11949.0,ATP synthase F1 subunit gamma,P36542,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,27.2465,4.0,chr10,True,Mitochondrion inner membrane,MIM
96391,10295,BCKDK,12041.0,branched chain keto acid dehydrogenase kinase,O14874,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,27.1808,2.0,chr16,True,Mitochondrion matrix,NUC
96392,84340,GFM2,320806.0,GTP dependent ribosome recycling factor mitochondrial 2,Q969S9,Mitochondrial central dogma > Translation > Translation factors,27.1233,,chr5,True,Mitochondrion,NUC
96393,29078,NDUFAF4,68493.0,NADH:ubiquinone oxidoreductase complex assembly factor 4,Q9P032,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,27.0562,5.0,chr6,True,Mitochondrion,NUC
96394,399512,SLC25A35,71998.0,solute carrier family 25 member 35,Q3KQZ1,Small molecule transport > SLC25A family,27.053,,chr17,True,Mitochondrion inner membrane,MIM
96395,8402,SLC25A11,67863.0,solute carrier family 25 member 11,Q02978,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > SLC25A family,27.0399,,chr17,True,Mitochondrion inner membrane,MIM
96396,26521,TIMM8B,30057.0,translocase of inner mitochondrial membrane 8 homolog B,Q9Y5J9,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",27.0399,,chr11,True,Mitochondrion inner membrane,MIM
96397,27349,MCAT,223722.0,malonyl-CoA-acyl carrier protein transacylase,Q8IVS2,Metabolism > Lipid metabolism > Type II fatty acid synthesis,26.9414,2.0,chr22,True,Mitochondrion,NUC
96398,200205,IBA57,216792.0,iron-sulfur cluster assembly factor IBA57,Q5T440,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,26.9414,2.0,chr1,True,Mitochondrion,NUC
96399,11331,PHB2,12034.0,prohibitin 2,Q99623,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",26.919,,chr12,True,Mitochondrion inner membrane,MIM
96400,7818,DAP3,65111.0,death associated protein 3,P51398,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.8817,2.0,chr1,True,Mitochondrion,NUC
96401,56942,CMC2,66531.0,C-X9-C motif containing 2,Q9NRP2,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,26.8622,,chr16,True,Mitochondrion,NUC
96402,644096,SDHAF1,68332.0,succinate dehydrogenase complex assembly factor 1,A6NFY7,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,26.7868,1.0,chr19,True,Mitochondrion matrix,NUC
96403,51373,MRPS17,66258.0,mitochondrial ribosomal protein S17,Q9Y2R5,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.7669,3.0,chr7,True,Mitochondrion,NUC
96404,137872,ADHFE1,76187.0,alcohol dehydrogenase iron containing 1,Q8IWW8,Metabolism > Amino acid metabolism > GABA metabolism,26.7588,1.0,chr8,True,Mitochondrion,NUC
96405,9054,NFS1,18041.0,NFS1 cysteine desulfurase,Q9Y697,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,26.7525,2.0,chr20,True,Mitochondrion,NUC
96406,79133,NDUFAF5,69487.0,NADH:ubiquinone oxidoreductase complex assembly factor 5,Q5TEU4,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,26.6921,1.0,chr20,True,Mitochondrion inner membrane,MIM
96407,63875,MRPL17,27397.0,mitochondrial ribosomal protein L17,Q9NRX2,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.6519,1.0,chr11,True,Mitochondrion,NUC
96408,51204,TACO1,70207.0,translational activator of cytochrome c oxidase I,Q9BSH4,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,26.649,1.0,chr17,True,Mitochondrion,NUC
96409,55669,MFN1,67414.0,mitofusin 1,Q8IWA4,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites,26.5613,,chr3,True,Mitochondrion outer membrane,NUC
96410,160760,PPTC7,320717.0,protein phosphatase targeting COQ7,Q8NI37,Signaling,26.5342,5.0,chr12,True,Mitochondrion matrix,NUC
96411,65003,MRPL11,66419.0,mitochondrial ribosomal protein L11,Q9Y3B7,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.5037,3.0,chr11,True,Mitochondrion,NUC
96412,1327,COX4I1,12857.0,cytochrome c oxidase subunit 4I1,P13073,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,26.466,2.0,chr16,True,Mitochondrion inner membrane,MIM
96413,4726,NDUFS6,407785.0,NADH:ubiquinone oxidoreductase subunit S6,O75380,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,26.466,2.0,chr5,True,Mitochondrion inner membrane,MIM
96414,28998,MRPL13,68537.0,mitochondrial ribosomal protein L13,Q9BYD1,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.3504,3.0,chr8,True,Mitochondrion,NUC
96415,5019,OXCT1,67041.0,3-oxoacid CoA-transferase 1,P55809,Metabolism > Carbohydrate metabolism > Ketone metabolism,26.3333,2.0,chr5,True,Mitochondrion,NUC
96416,1329,COX5B,12859.0,cytochrome c oxidase subunit 5B,P10606,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,26.3322,1.0,chr2,True,Mitochondrion inner membrane,MIM
96417,5164,PDK2,18604.0,pyruvate dehydrogenase kinase 2,Q15119,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,26.3227,5.0,chr17,True,Mitochondrion matrix,NUC
96418,211,ALAS1,11655.0,5'-aminolevulinate synthase 1,P13196,Metabolism > Metals and cofactors > Heme synthesis and processing,26.3146,3.0,chr3,True,Mitochondrion inner membrane,MIM
96419,9553,MRPL33,66845.0,mitochondrial ribosomal protein L33,O75394,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.309,4.0,chr2,True,Mitochondrion,NUC
96420,25821,MTO1,68291.0,mitochondrial tRNA translation optimization 1,Q9Y2Z2,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,26.3081,2.0,chr6,True,Mitochondrion,NUC
96421,11019,LIAS,79464.0,lipoic acid synthetase,O43766,Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Metals and cofactors > Fe-S-containing proteins,26.2921,3.0,chr4,True,Mitochondrion,NUC
96422,4698,NDUFA5,68202.0,NADH:ubiquinone oxidoreductase subunit A5,Q16718,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,26.2914,,chr7,True,Mitochondrion inner membrane,MIM
96423,4712,NDUFB6,230075.0,NADH:ubiquinone oxidoreductase subunit B6,O95139,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,26.2914,,chr9,True,Mitochondrion inner membrane,MIM
96424,10651,MTX2,53375.0,metaxin 2,O75431,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",26.2914,,chr2,True,Mitochondrion outer membrane,NUC
96425,8801,SUCLG2,20917.0,succinate-CoA ligase GDP-forming subunit beta,Q96I99,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,26.2777,2.0,chr3,True,Mitochondrion,NUC
96426,2230,FDX1,14148.0,ferredoxin 1,P10109,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism",26.2764,2.0,chr11,True,Mitochondrion matrix,NUC
96427,6576,SLC25A1,13358.0,solute carrier family 25 member 1,P53007,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Lipid metabolism | Small molecule transport > SLC25A family,26.2493,4.0,chr22,True,Mitochondrion inner membrane,MIM
96428,28957,MRPS28,66230.0,mitochondrial ribosomal protein S28,Q9Y2Q9,Mitochondrial central dogma > Translation > Mitochondrial ribosome,26.2202,2.0,chr8,True,Mitochondrion,NUC
96429,92609,TIMM50,66525.0,translocase of inner mitochondrial membrane 50,Q3ZCQ8,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway",26.1481,5.0,chr19,True,Mitochondrion inner membrane,MIM
96430,7417,VDAC2,22334.0,voltage dependent anion channel 2,P45880,Small molecule transport,26.1221,,chr10,True,Mitochondrion outer membrane,NUC
96431,284439,SLC25A42,73095.0,solute carrier family 25 member 42,Q86VD7,Metabolism > Metals and cofactors > Coenzyme A metabolism | Small molecule transport > SLC25A family,26.1091,,chr19,True,Mitochondrion inner membrane,MIM
96432,54543,TOMM7,66169.0,translocase of outer mitochondrial membrane 7,Q9P0U1,"Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",26.0896,5.0,chr7,True,Mitochondrion outer membrane,NUC
96433,1891,ECH1,51798.0,enoyl-CoA hydratase 1,Q13011,Metabolism > Lipid metabolism,25.9632,1.0,chr19,True,Mitochondrion,NUC
96434,5188,GATB,229487.0,glutamyl-tRNA amidotransferase subunit B,O75879,Mitochondrial central dogma > Translation > mt-tRNA synthetases,25.9072,2.0,chr4,True,Mitochondrion,NUC
96435,617,BCS1L,66821.0,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",Q9Y276,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,25.7776,,chr2,True,Mitochondrion inner membrane,MIM
96436,26284,ERAL1,57837.0,Era like 12S mitochondrial rRNA chaperone 1,O75616,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,25.6968,1.0,chr17,True,Mitochondrion matrix,NUC
96437,152100,CMC1,67899.0,C-X9-C motif containing 1,Q7Z7K0,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,25.5981,,chr3,True,Mitochondrion,NUC
